"","X","neighborhood_identifier","business_identifier","treatment_neighborhood","eligible","intent_to_treat","enrolled_rp","efficiency_index","round","waste_management_costs","age_manager","age_deputy","educ_manager","educ_deputy","female_manager","foreign_owned","staff_size","advanced_filtration","water_treatment_system","business_area","recycling_center_distance","recycling_compliance"
"12140",12140,29,1735,0,0,0,0,65.1468353271484,1,1356.26621246338,29,21,9,9,0,0,4,0,1,1,110.509688576442,NA
"12141",12141,29,1735,0,0,0,0,65.1468353271484,0,2059.18350219727,28,21,9,9,0,0,4,0,1,1,110.509688576442,NA
"12142",12142,76,1741,1,0,0,0,70.324577331543,0,2923.20957183838,70,41,0,2,0,0,1,1,0,3,108.372281719503,NA
"12143",12143,76,1741,1,0,0,0,70.324577331543,1,5131.00051879883,71,41,0,2,0,0,1,1,0,3,108.372281719503,NA
"12144",12144,76,1743,1,0,0,0,70.40185546875,0,2238.27095031738,51,51,3,3,1,0,4,0,0,2,108.372281719503,NA
"12145",12145,76,1743,1,0,0,0,70.40185546875,1,1517.10901260376,52,52,3,3,1,0,4,0,0,2,108.372281719503,NA
"12146",12146,76,1745,1,0,0,0,65.9451293945312,0,2411.55071258545,58,53,6,0,0,0,4,0,0,5,108.372281719503,NA
"12147",12147,76,1745,1,0,0,0,65.9451293945312,1,3844.9146270752,60,54,6,0,0,0,4,0,0,5,108.372281719503,NA
"12148",12148,76,1750,1,0,0,0,62.9829978942871,0,2139.85900878906,75,41,0,2,0,0,6,0,0,2,108.372281719503,NA
"12149",12149,76,1750,1,0,0,0,62.9829978942871,1,1324.12900924683,76,41,0,2,0,0,6,0,0,2,108.372281719503,NA
"12150",12150,80,1753,1,0,0,0,61.8493041992188,1,1327.9444694519,59,46,3,2,0,1,4,1,1,0,155.610212102533,NA
"12151",12151,80,1753,1,0,0,0,61.8493041992188,0,1821.9518661499,58,45,3,2,0,1,4,1,1,0,155.610212102533,NA
"12152",12152,80,1758,1,0,0,0,62.1329193115234,0,2186.27662658691,48,40,9,0,0,1,2,1,1,1,155.610212102533,NA
"12153",12153,80,1758,1,0,0,0,62.1329193115234,1,2356.02607727051,49,41,9,0,0,1,2,1,1,1,155.610212102533,NA
"12154",12154,80,1775,1,0,0,0,59.1962890625,1,2501.40151977539,55,41,3,2,0,1,4,0,1,0,155.610212102533,NA
"12155",12155,80,1775,1,0,0,0,59.1962890625,0,2336.42864227295,54,41,3,2,0,1,4,0,1,0,155.610212102533,NA
"12156",12156,80,1785,1,0,0,0,63.3307571411133,1,2437.71915435791,77,61,0,0,0,0,3,0,1,0,155.610212102533,NA
"12157",12157,80,1785,1,0,0,0,63.3307571411133,0,2480.16223907471,76,60,0,0,0,0,3,0,1,0,155.610212102533,NA
"12158",12158,80,1786,1,0,0,0,62.5193214416504,0,1925.06637573242,50,41,3,6,0,0,6,0,1,2,155.610212102533,NA
"12159",12159,80,1786,1,0,0,0,62.5193214416504,1,1330.89609146118,51,42,3,6,0,0,6,0,1,2,155.610212102533,NA
"12160",12160,80,1794,1,0,0,0,60.9737243652344,1,4753.07235717773,71,41,2,2,1,1,1,0,0,1,155.610212102533,NA
"12161",12161,80,1794,1,0,0,0,60.9737243652344,0,2890.78350067139,70,41,2,2,1,1,1,0,0,1,155.610212102533,NA
"12162",12162,3,1808,1,0,0,0,59.119010925293,0,1229.25310134888,50,48,3,0,0,1,8,0,1,0,132.11178052084,NA
"12163",12163,3,1808,1,0,0,0,59.119010925293,1,1191.24755859375,51,49,3,0,0,1,8,0,1,0,132.11178052084,NA
"12164",12164,3,1810,1,0,0,0,64.8377151489258,1,2055.75294494629,68,62,0,0,0,1,2,1,0,6,132.11178052084,NA
"12165",12165,3,1810,1,0,0,0,64.8377151489258,0,2232.6114654541,67,61,0,0,0,1,2,1,0,6,132.11178052084,NA
"12166",12166,3,1820,1,0,0,0,60.6128311157227,0,1460.02407073975,36,37,0,0,0,0,7,0,0,1,132.11178052084,NA
"12167",12167,3,1820,1,0,0,0,60.6128311157227,1,1247.22595214844,37,38,0,0,0,0,7,0,0,1,132.11178052084,NA
"12168",12168,3,1830,1,0,0,0,68.6244201660156,1,1397.69124984741,37,33,5,11,0,1,8,0,1,0,132.11178052084,NA
"12169",12169,3,1830,1,0,0,0,68.6244201660156,0,1113.2119178772,36,32,5,11,0,1,8,0,1,0,132.11178052084,NA
"12170",12170,3,1831,1,0,0,0,64.1035537719727,1,1747.82314300537,56,49,2,0,0,1,7,1,1,2,132.11178052084,NA
"12171",12171,3,1831,1,0,0,0,64.1035537719727,0,1235.04724502563,55,48,2,0,0,1,7,1,1,2,132.11178052084,NA
"12172",12172,3,1835,1,0,0,0,69.5517807006836,1,1782.79132843018,51,46,3,0,0,1,8,0,0,0,132.11178052084,NA
"12173",12173,3,1835,1,0,0,0,69.5517807006836,0,1191.70351028442,50,45,3,0,0,1,8,0,0,0,132.11178052084,NA
"12174",12174,3,1852,1,0,0,0,62.6738777160645,0,2112.20722198486,45,41,0,0,0,1,3,0,1,0,132.11178052084,NA
"12175",12175,3,1852,1,0,0,0,62.6738777160645,1,1588.60740661621,46,42,0,0,0,1,3,0,1,0,132.11178052084,NA
"12176",12176,3,1856,1,0,0,0,59.4281311035156,1,2507.6358795166,66,61,0,0,0,1,4,1,0,3,132.11178052084,NA
"12177",12177,3,1856,1,0,0,0,59.4281311035156,0,1765.68717956543,65,60,0,0,0,1,4,1,0,3,132.11178052084,NA
"12178",12178,3,1858,1,0,0,0,61.4374046325684,1,1624.98817443848,73,56,1,0,0,1,3,0,0,2,132.11178052084,NA
"12179",12179,3,1858,1,0,0,0,61.4374046325684,0,2325.58841705322,72,55,1,0,0,1,3,0,0,2,132.11178052084,NA
"12180",12180,3,1863,1,0,0,0,60.200927734375,0,1876.09195709229,32,28,3,2,0,1,4,0,1,2,132.11178052084,NA
"12181",12181,3,1863,1,0,0,0,60.200927734375,1,2296.25511169434,33,29,3,2,0,1,4,0,1,2,132.11178052084,NA
"12182",12182,3,1871,1,0,0,0,67.2697067260742,0,1886.29188537598,52,45,4,0,0,1,5,0,1,2,132.11178052084,NA
"12183",12183,3,1871,1,0,0,0,67.2697067260742,1,1797.39475250244,53,46,4,0,0,1,5,0,1,2,132.11178052084,NA
"12184",12184,3,1875,1,0,0,0,59.4667701721191,0,1574.76873397827,57,46,0,0,0,1,5,1,0,5,132.11178052084,NA
"12185",12185,3,1875,1,0,0,0,59.4667701721191,1,1030.43575286865,58,47,0,0,0,1,5,1,0,5,132.11178052084,NA
"12186",12186,3,1883,1,0,0,0,68.7016983032227,0,1575.31805038452,40,32,6,1,0,1,6,0,1,3,132.11178052084,NA
"12187",12187,3,1883,1,0,0,0,68.7016983032227,1,1419.01721954346,41,33,6,1,0,1,6,0,1,3,132.11178052084,NA
"12188",12188,3,1885,1,0,0,0,60.9157638549805,0,1059.68990325928,50,45,1,0,0,1,9,0,0,4,132.11178052084,NA
"12189",12189,3,1885,1,0,0,0,60.9157638549805,1,1377.65483856201,51,46,1,0,0,1,9,0,0,4,132.11178052084,NA
"12190",12190,3,1892,1,0,0,0,60.6646041870117,0,1676.94759368896,24,22,6,4,0,1,3,1,1,1,132.11178052084,NA
"12191",12191,3,1892,1,0,0,0,60.6646041870117,1,2360.67523956299,25,23,6,4,0,1,3,1,1,1,132.11178052084,NA
"12192",12192,3,1894,1,0,0,0,64.8894882202148,0,1742.50202178955,60,41,0,2,1,1,5,1,1,2,132.11178052084,NA
"12193",12193,3,1894,1,0,0,0,64.8894882202148,1,3443.52188110352,61,41,0,2,1,1,5,1,1,2,132.11178052084,NA
"12194",12194,34,1905,1,0,0,0,62.5193214416504,0,2202.5110244751,30,24,9,6,0,0,2,1,1,0,129.341556176312,NA
"12195",12195,34,1905,1,0,0,0,62.5193214416504,1,3463.87214660645,31,25,9,6,0,0,2,1,1,0,129.341556176312,NA
"12196",12196,34,1906,1,0,0,0,64.1035537719727,0,2569.72026824951,63,57,4,0,0,0,3,0,1,0,129.341556176312,NA
"12197",12197,34,1906,1,0,0,0,64.1035537719727,1,2835.29300689697,64,58,4,0,0,0,3,0,1,0,129.341556176312,NA
"12198",12198,34,1907,1,0,0,0,65.2241134643555,1,4291.36772155762,67,41,0,2,0,0,1,1,0,0,129.341556176312,NA
"12199",12199,34,1907,1,0,0,0,65.2241134643555,0,2862.841796875,66,41,0,2,0,0,1,1,0,0,129.341556176312,NA
"12200",12200,34,1909,1,0,0,0,63.7557945251465,0,2702.57892608643,64,52,3,0,0,0,3,0,1,7,129.341556176312,NA
"12201",12201,34,1909,1,0,0,0,63.7557945251465,1,3060.41355133057,65,53,3,0,0,0,3,0,1,7,129.341556176312,NA
"12202",12202,34,1910,1,0,0,0,70.2472915649414,1,4427.52685546875,61,41,1,2,1,0,2,1,0,0,129.341556176312,NA
"12203",12203,34,1910,1,0,0,0,70.2472915649414,0,2651.35746002197,60,41,1,2,1,0,2,1,0,0,129.341556176312,NA
"12204",12204,34,1911,1,0,0,0,66.7697067260742,0,2462.45784759521,59,52,0,0,0,0,3,0,1,0,129.341556176312,NA
"12205",12205,34,1911,1,0,0,0,66.7697067260742,1,2567.16804504395,60,53,0,0,0,0,3,0,1,0,129.341556176312,NA
"12206",12206,34,1912,1,0,0,0,62.8284378051758,1,7132.6530456543,36,30,1,1,0,0,4,0,1,0,129.341556176312,NA
"12207",12207,34,1912,1,0,0,0,62.8284378051758,0,2136.10515594482,35,29,1,1,0,0,4,0,1,0,129.341556176312,NA
"12208",12208,160,1922,1,0,0,0,72.2179260253906,0,1280.11169433594,56,55,6,6,0,1,7,1,1,4,136.271076673177,NA
"12209",12209,160,1922,1,0,0,0,72.2179260253906,1,1353.11107635498,57,56,6,6,0,1,7,1,1,4,136.271076673177,NA
"12210",12210,160,1925,1,0,0,0,60.5873260498047,1,1773.18649291992,35,36,3,5,0,1,5,1,1,3,136.271076673177,NA
"12211",12211,160,1925,1,0,0,0,60.5873260498047,0,1489.82563018799,34,35,3,5,0,1,5,1,1,3,136.271076673177,NA
"12212",12212,160,1926,1,0,0,0,58.1916542053223,1,1026.86853408813,49,46,1,1,0,1,6,1,1,3,136.271076673177,NA
"12213",12213,160,1926,1,0,0,0,58.1916542053223,0,1420.76721191406,48,45,1,1,0,1,6,1,1,3,136.271076673177,NA
"12214",12214,160,1928,1,0,0,0,62.2102012634277,1,1192.93375015259,63,52,0,0,0,1,4,1,1,2,136.271076673177,NA
"12215",12215,160,1928,1,0,0,0,62.2102012634277,0,1779.27055358887,62,51,0,0,0,1,4,1,1,2,136.271076673177,NA
"12216",12216,160,1931,1,0,0,0,61.0510063171387,0,2062.33444213867,81,46,0,0,0,1,4,0,1,3,136.271076673177,NA
"12217",12217,160,1931,1,0,0,0,61.0510063171387,1,2212.39070892334,82,47,0,0,0,1,4,0,1,3,136.271076673177,NA
"12218",12218,160,1937,1,0,0,0,67.6970596313477,1,952.632713317871,65,41,0,2,0,1,1,0,1,5,136.271076673177,NA
"12219",12219,160,1937,1,0,0,0,67.6970596313477,0,2978.45020294189,64,41,0,2,0,1,1,0,1,5,136.271076673177,NA
"12220",12220,160,1938,1,0,0,0,67.7743453979492,1,1463.12761306763,43,42,2,0,0,0,8,0,1,1,136.271076673177,NA
"12221",12221,160,1938,1,0,0,0,67.7743453979492,0,1446.08087539673,42,41,2,0,0,0,8,0,1,1,136.271076673177,NA
"12222",12222,160,1939,1,0,0,0,58.114372253418,1,2120.8517074585,67,62,0,0,0,1,8,1,1,1,136.271076673177,NA
"12223",12223,160,1939,1,0,0,0,58.114372253418,0,939.739322662354,66,61,0,0,0,1,8,1,1,1,136.271076673177,NA
"12224",12224,160,1942,1,0,0,0,66.8469848632812,0,1538.51175308228,49,39,2,2,0,0,8,0,1,4,136.271076673177,NA
"12225",12225,160,1942,1,0,0,0,66.8469848632812,1,2242.21630096436,50,40,2,2,0,0,8,0,1,4,136.271076673177,NA
"12226",12226,11,1977,1,0,0,0,68.2380218505859,0,1673.76136779785,37,33,8,6,0,1,5,0,0,0,122.154243839142,NA
"12227",12227,11,1977,1,0,0,0,68.2380218505859,1,1073.93608093262,38,34,8,6,0,1,5,0,0,0,122.154243839142,NA
"12228",12228,11,1978,1,0,0,0,65.7650680541992,1,1019.09093856812,61,58,2,2,0,1,6,0,0,0,122.154243839142,NA
"12229",12229,11,1978,1,0,0,0,65.7650680541992,0,1651.62811279297,60,57,2,2,0,1,6,0,0,0,122.154243839142,NA
"12230",12230,11,1979,1,0,0,0,63.0216369628906,0,923.196697235107,56,50,0,0,0,1,9,0,0,0,122.154243839142,NA
"12231",12231,11,1979,1,0,0,0,63.0216369628906,1,2908.52088928223,57,51,0,0,0,1,9,0,0,0,122.154243839142,NA
"12232",12232,11,1982,1,0,0,0,60.4583473205566,0,1866.00894927979,56,60,8,0,0,1,5,0,1,0,122.154243839142,NA
"12233",12233,11,1982,1,0,0,0,60.4583473205566,1,1779.9352645874,57,60,8,0,0,1,5,0,1,0,122.154243839142,NA
"12234",12234,11,1986,1,0,0,0,60.4327659606934,0,2197.13706970215,47,41,3,2,1,1,4,0,0,1,122.154243839142,NA
"12235",12235,11,1986,1,0,0,0,60.4327659606934,1,3767.75970458984,48,41,3,2,1,1,4,0,0,1,122.154243839142,NA
"12236",12236,45,1993,0,0,0,0,59.8918075561523,0,926.169109344482,74,44,0,0,0,1,8,1,0,0,116.828997897279,NA
"12237",12237,45,1993,0,0,0,0,59.8918075561523,1,860.958576202393,75,45,0,0,0,1,8,1,0,0,116.828997897279,NA
"12238",12238,45,1995,0,0,0,0,68.6244201660156,1,2069.50149536133,31,25,6,4,0,1,6,1,1,0,116.828997897279,NA
"12239",12239,45,1995,0,0,0,0,68.6244201660156,0,1151.64051055908,30,24,6,4,0,1,6,1,1,0,116.828997897279,NA
"12240",12240,45,1996,0,0,0,0,60.0463676452637,0,1586.57741546631,23,16,8,6,0,1,3,1,0,0,116.828997897279,NA
"12241",12241,45,1996,0,0,0,0,60.0463676452637,1,2303.38954925537,24,17,8,6,0,1,3,1,0,0,116.828997897279,NA
"12242",12242,45,1997,0,0,0,0,76.2751159667969,1,2587.81814575195,40,41,15,6,0,1,5,0,1,0,116.828997897279,NA
"12243",12243,45,1997,0,0,0,0,76.2751159667969,0,2189.75315093994,40,40,15,6,0,1,5,0,1,0,116.828997897279,NA
"12244",12244,45,1998,0,0,0,0,63.3693962097168,0,2187.19005584717,59,60,0,0,0,1,2,1,1,1,116.828997897279,NA
"12245",12245,45,1998,0,0,0,0,63.3693962097168,1,11124.8321533203,60,60,0,0,0,1,2,1,1,1,116.828997897279,NA
"12246",12246,45,1999,0,0,0,0,62.6738777160645,1,2045.76148986816,48,51,4,0,0,0,3,0,1,2,116.828997897279,NA
"12247",12247,45,1999,0,0,0,0,62.6738777160645,0,2572.79014587402,47,50,4,0,0,0,3,0,1,2,116.828997897279,NA
"12248",12248,45,2001,0,0,0,0,66.0741882324219,1,2449.5548248291,26,26,6,6,0,1,4,0,0,0,116.828997897279,NA
"12249",12249,45,2001,0,0,0,0,66.0741882324219,0,1747.59006500244,25,25,6,6,0,1,4,0,0,0,116.828997897279,NA
"12250",12250,161,2007,1,0,0,0,63.0989189147949,1,1318.01242828369,37,33,6,6,0,1,7,0,1,0,107.090538575353,NA
"12251",12251,161,2007,1,0,0,0,63.0989189147949,0,1284.0350151062,36,32,6,6,0,1,7,0,1,0,107.090538575353,NA
"12252",12252,161,2013,1,0,0,0,60.6646041870117,1,861.176204681396,62,65,2,0,0,1,4,0,1,1,107.090538575353,NA
"12253",12253,161,2013,1,0,0,0,60.6646041870117,0,2098.74610900879,61,64,2,0,0,1,4,0,1,1,107.090538575353,NA
"12254",12254,161,2017,1,0,0,0,61.9783630371094,1,1531.80084228516,27,22,9,9,0,1,3,0,0,0,107.090538575353,NA
"12255",12255,161,2017,1,0,0,0,61.9783630371094,0,1909.21497344971,27,21,9,9,0,1,3,0,0,0,107.090538575353,NA
"12256",12256,161,2021,1,0,0,0,59.737247467041,0,1978.03764343262,47,46,2,2,0,1,3,1,1,0,107.090538575353,NA
"12257",12257,161,2021,1,0,0,0,59.737247467041,1,2667.28477478027,48,47,2,2,0,1,3,1,1,0,107.090538575353,NA
"12258",12258,161,2025,1,0,0,0,81.2983016967773,1,1549.36027526855,53,45,0,0,0,1,7,0,0,1,107.090538575353,NA
"12259",12259,161,2025,1,0,0,0,81.2983016967773,0,1329.37717437744,53,44,0,0,0,1,7,0,0,1,107.090538575353,NA
"12260",12260,161,2029,1,0,0,0,58.5007743835449,0,2264.53628540039,22,15,6,6,0,0,2,0,0,0,107.090538575353,NA
"12261",12261,161,2029,1,0,0,0,58.5007743835449,1,1413.95311355591,22,15,6,6,0,0,2,0,0,0,107.090538575353,NA
"12262",12262,161,2031,1,0,0,0,83.2302932739258,0,1897.48115539551,25,22,9,9,0,1,3,0,0,0,107.090538575353,NA
"12263",12263,161,2031,1,0,0,0,83.2302932739258,1,1898.30436706543,26,22,9,9,0,1,3,0,0,0,107.090538575353,NA
"12264",12264,161,2032,1,0,0,0,60.0463676452637,0,1761.95602416992,29,26,9,3,0,1,4,0,0,0,107.090538575353,NA
"12265",12265,161,2032,1,0,0,0,60.0463676452637,1,2262.63866424561,30,27,9,3,0,1,4,0,0,0,107.090538575353,NA
"12266",12266,161,2037,1,0,0,0,77.3570327758789,0,1945.45288085938,38,34,6,3,0,1,4,0,1,1,107.090538575353,NA
"12267",12267,161,2037,1,0,0,0,77.3570327758789,1,2250.69007873535,39,35,6,3,0,1,4,0,1,1,107.090538575353,NA
"12268",12268,161,2038,1,0,0,0,65.6360855102539,0,1372.63374328613,65,60,0,0,0,1,7,0,0,1,107.090538575353,NA
"12269",12269,161,2038,1,0,0,0,65.6360855102539,1,1128.69596481323,66,61,0,0,0,1,7,0,0,1,107.090538575353,NA
"12270",12270,161,2041,1,0,0,0,89.1035537719727,0,2557.96222686768,48,45,1,0,0,0,3,0,1,3,107.090538575353,NA
"12271",12271,161,2041,1,0,0,0,89.1035537719727,1,4775.80184936523,49,46,1,0,0,0,3,0,1,3,107.090538575353,NA
"12272",12272,161,2046,1,0,0,0,59.9690895080566,1,7573.21014404297,72,59,0,0,0,1,5,0,1,2,107.090538575353,NA
"12273",12273,161,2046,1,0,0,0,59.9690895080566,0,1845.24936676025,71,58,0,0,0,1,5,0,1,2,107.090538575353,NA
"12274",12274,161,2049,1,0,0,0,84.6213302612305,0,1271.23737335205,58,55,3,0,0,1,8,0,0,2,107.090538575353,NA
"12275",12275,161,2049,1,0,0,0,84.6213302612305,1,1606.45694732666,59,56,3,0,0,1,8,0,0,2,107.090538575353,NA
"12276",12276,161,2051,1,0,0,0,59.8145294189453,0,1597.0871925354,33,24,6,0,0,1,5,0,0,1,107.090538575353,NA
"12277",12277,161,2051,1,0,0,0,59.8145294189453,1,913.372230529785,34,25,6,0,0,1,5,0,0,1,107.090538575353,NA
"12278",12278,161,2052,1,0,0,0,67.0788269042969,1,2771.96998596191,33,25,5,6,0,1,2,0,0,0,107.090538575353,NA
"12279",12279,161,2052,1,0,0,0,67.0788269042969,0,2187.37754821777,32,24,5,6,0,1,2,0,0,0,107.090538575353,NA
"12280",12280,161,2053,1,0,0,0,73.0293655395508,0,1121.27752304077,36,30,6,1,0,1,8,0,1,3,107.090538575353,NA
"12281",12281,161,2053,1,0,0,0,73.0293655395508,1,3619.3416595459,38,31,6,1,0,1,8,0,1,3,107.090538575353,NA
"12282",12282,161,2056,1,0,0,0,84.6213302612305,1,1633.26034545898,41,40,6,2,0,1,8,0,0,5,107.090538575353,NA
"12283",12283,161,2056,1,0,0,0,84.6213302612305,0,1203.7992477417,40,39,6,2,0,1,8,0,0,5,107.090538575353,NA
"12284",12284,161,2057,1,0,0,0,65.7650680541992,0,1583.53662490845,30,28,6,5,0,1,5,0,0,0,107.090538575353,NA
"12285",12285,161,2057,1,0,0,0,65.7650680541992,1,1383.93907546997,31,29,6,5,0,1,5,0,0,0,107.090538575353,NA
"12286",12286,161,2060,1,0,0,0,66.7310638427734,0,1952.1146774292,39,41,6,2,1,1,5,0,1,0,107.090538575353,NA
"12287",12287,161,2060,1,0,0,0,66.7310638427734,1,2093.62850189209,40,41,6,2,1,1,5,0,1,0,107.090538575353,NA
"12288",12288,163,2062,1,0,0,0,68.1993789672852,1,1612.4044418335,59,37,0,4,0,1,3,1,0,3,122.410245372292,NA
"12289",12289,163,2062,1,0,0,0,68.1993789672852,0,1920.26290893555,58,36,0,4,0,1,3,1,0,3,122.410245372292,NA
"12290",12290,163,2063,1,0,0,0,84.4822235107422,1,2100.23136138916,65,36,2.83987474441528,0,0,1,5,1,0,1,122.410245372292,NA
"12291",12291,163,2063,1,0,0,0,84.4822235107422,0,1976.22337341309,64,35,2.83987474441528,0,0,1,5,1,0,1,122.410245372292,NA
"12292",12292,163,2067,1,0,0,0,66.0355453491211,1,1523.90222549438,29,31,4,6,0,1,3,1,0,2,122.410245372292,NA
"12293",12293,163,2067,1,0,0,0,66.0355453491211,0,1765.50006866455,28,30,4,6,0,1,3,1,0,2,122.410245372292,NA
"12294",12294,40,2074,1,0,0,0,62.7511596679688,0,1633.66889953613,52,57,0,0,0,0,7,0,0,3,144.166019495596,NA
"12295",12295,40,2074,1,0,0,0,62.7511596679688,1,2371.89331054688,53,58,0,0,0,0,7,0,0,3,144.166019495596,NA
"12296",12296,40,2075,1,0,0,0,69.5131378173828,1,1699.29103851318,48,39,0,0,0,0,7,0,0,3,144.166019495596,NA
"12297",12297,40,2075,1,0,0,0,69.5131378173828,0,1578.16410064697,47,38,0,0,0,0,7,0,0,3,144.166019495596,NA
"12298",12298,40,2082,1,0,0,0,63.5239562988281,1,2817.64888763428,29,24,5,4,0,0,4,1,0,4,144.166019495596,NA
"12299",12299,40,2082,1,0,0,0,63.5239562988281,0,1816.32022857666,28,24,5,4,0,0,4,1,0,4,144.166019495596,NA
"12300",12300,40,2086,1,0,0,0,61.3601226806641,1,1204.25243377686,58,48,0,0,0,0,6,1,0,2,144.166019495596,NA
"12301",12301,40,2086,1,0,0,0,61.3601226806641,0,1579.89950180054,57,47,0,0,0,0,6,1,0,2,144.166019495596,NA
"12302",12302,40,2092,1,0,0,0,64.6831512451172,0,2872.33123779297,62,41,0,2,0,0,1,1,0,1,144.166019495596,NA
"12303",12303,40,2092,1,0,0,0,64.6831512451172,1,2731.09359741211,63,41,0,2,0,0,1,1,0,1,144.166019495596,NA
"12304",12304,52,2095,1,0,0,0,65.4559478759766,1,3622.09701538086,66,41,0,2,1,0,2,1,0,0,105.460211838297,NA
"12305",12305,52,2095,1,0,0,0,65.4559478759766,0,2565.81020355225,65,41,0,2,1,0,2,1,0,0,105.460211838297,NA
"12306",12306,52,2097,1,0,0,0,63.3693962097168,0,2419.16522979736,43,38,6,6,0,0,3,0,0,0,105.460211838297,NA
"12307",12307,52,2097,1,0,0,0,63.3693962097168,1,2450.52909851074,44,39,6,6,0,0,3,0,0,0,105.460211838297,NA
"12308",12308,52,2099,1,0,0,0,66.9242630004883,0,1927.46543884277,33,31,7,7,0,0,5,0,1,0,105.460211838297,NA
"12309",12309,52,2099,1,0,0,0,66.9242630004883,1,2533.91494750977,34,32,7,7,0,0,5,0,1,0,105.460211838297,NA
"12310",12310,52,2100,1,0,0,0,69.0880966186523,0,2036.05937957764,29,23,6,6,0,0,4,0,1,0,105.460211838297,NA
"12311",12311,52,2100,1,0,0,0,69.0880966186523,1,2143.14231872559,30,24,6,6,0,0,4,0,1,0,105.460211838297,NA
"12312",12312,52,2103,1,0,0,0,60.5873260498047,0,1694.64797973633,33,36,6,2,0,0,5,1,1,0,105.460211838297,NA
"12313",12313,52,2103,1,0,0,0,60.5873260498047,1,1619.99950408936,34,37,6,2,0,0,5,1,1,0,105.460211838297,NA
"12314",12314,52,2104,1,0,0,0,61.7851638793945,1,2988.56048583984,47,42,0,1,0,1,5,0,1,1,105.460211838297,NA
"12315",12315,52,2104,1,0,0,0,61.7851638793945,0,1733.7329864502,47,41,0,1,0,1,5,0,1,1,105.460211838297,NA
"12316",12316,52,2109,1,0,0,0,65.4559478759766,0,2137.94097900391,33,32,1,6,0,0,4,0,1,0,105.460211838297,NA
"12317",12317,52,2109,1,0,0,0,65.4559478759766,1,1724.68280792236,33,33,1,6,0,0,4,0,1,0,105.460211838297,NA
"12318",12318,52,2111,1,0,0,0,62.3647613525391,1,1411.21625900269,39,40,6,1,0,0,10,0,1,0,105.460211838297,NA
"12319",12319,52,2111,1,0,0,0,62.3647613525391,0,982.223606109619,38,39,6,1,0,0,10,0,1,0,105.460211838297,NA
"12320",12320,52,2112,1,0,0,0,61.9010810852051,0,888.948059082031,34,28,2,2,0,0,10,0,1,0,105.460211838297,NA
"12321",12321,52,2112,1,0,0,0,61.9010810852051,1,1013.23471069336,35,29,2,2,0,0,10,0,1,0,105.460211838297,NA
"12322",12322,52,2116,1,0,0,0,68.7789764404297,0,2758.9994430542,72,41,4,2,1,0,3,0,1,0,105.460211838297,NA
"12323",12323,52,2116,1,0,0,0,68.7789764404297,1,2102.63996124268,74,41,4,2,1,0,3,0,1,0,105.460211838297,NA
"12324",12324,52,2117,1,0,0,0,59.737247467041,1,1712.05081939697,41,38,3,7,0,0,4,1,1,0,105.460211838297,NA
"12325",12325,52,2117,1,0,0,0,59.737247467041,0,1964.62593078613,40,37,3,7,0,0,4,1,1,0,105.460211838297,NA
"12326",12326,52,2122,1,0,0,0,64.9922714233398,1,974.6169090271,27,27,4,9,0,0,5,0,1,0,105.460211838297,NA
"12327",12327,52,2122,1,0,0,0,64.9922714233398,0,1828.42025756836,26,26,4,9,0,0,5,0,1,0,105.460211838297,NA
"12328",12328,52,2125,1,0,0,0,64.6058731079102,0,3226.00364685059,60,41,3,2,1,0,1,0,0,6,105.460211838297,NA
"12329",12329,52,2125,1,0,0,0,64.6058731079102,1,6612.12158203125,61,41,3,2,1,0,1,0,0,6,105.460211838297,NA
"12330",12330,52,2128,1,0,0,0,72.6429672241211,1,1668.42250823975,47,40,14,6,0,0,6,0,1,0,105.460211838297,NA
"12331",12331,52,2128,1,0,0,0,72.6429672241211,0,2253.1343460083,46,39,14,6,0,0,6,0,1,0,105.460211838297,NA
"12332",12332,52,2129,1,0,0,0,75.8887176513672,0,2388.66004943848,25,21,6,6,0,0,2,0,1,0,105.460211838297,NA
"12333",12333,52,2129,1,0,0,0,75.8887176513672,1,1715.29235839844,26,22,6,6,0,0,2,0,1,0,105.460211838297,NA
"12334",12334,52,2133,1,0,0,0,71.2519302368164,1,1894.56768035889,42,40,9,9,0,0,6,0,0,2,105.460211838297,NA
"12335",12335,52,2133,1,0,0,0,71.2519302368164,0,1831.09264373779,41,39,9,9,0,0,6,0,0,2,105.460211838297,NA
"12336",12336,52,2134,1,0,0,0,70.7109756469727,0,2153.87592315674,61,57,2,0,0,0,5,0,1,0,105.460211838297,NA
"12337",12337,52,2134,1,0,0,0,70.7109756469727,1,1579.55312728882,62,58,2,0,0,0,5,0,1,0,105.460211838297,NA
"12338",12338,52,2135,1,0,0,0,64.5801162719727,0,1268.20554733276,59,44,2,0,0,0,8,1,0,2,105.460211838297,NA
"12339",12339,52,2135,1,0,0,0,64.5801162719727,1,888.496685028076,60,45,2,0,0,0,8,1,0,2,105.460211838297,NA
"12340",12340,11,2138,1,0,0,0,92.4265823364258,0,2586.76147460938,54,43,10,4,0,0,5,0,1,4,132.994211528071,NA
"12341",12341,11,2138,1,0,0,0,92.4265823364258,1,1712.82806396484,55,44,10,4,0,0,5,0,1,4,132.994211528071,NA
"12342",12342,11,2139,1,0,0,0,62.5193214416504,0,1930.75847625732,58,41,0,2,1,0,5,1,0,0,132.994211528071,NA
