"segment_id","sector_id","corridor_type","year","round","treated","eligible_speed","cameras_installed","enforcement_intensity","baseline_speed_85th","ave_speed_kmh","speed_limit_kmh","lanes","road_length_km","lighting_quality","school_within_500m","prior_collisions_3yr","vehicles_km_millions","injury_collisions","fatal_collisions","minor_collisions","injuries_per_million_vkm"
"SEC13-029","SEC13","suburban arterial",2019,0,0,1,0,0,73.6,74.1,80,4,1.04,"adequate",0,7,5.2,10,0,19,1.923
"SEC13-029","SEC13","suburban arterial",2021,1,0,1,0,0,73.6,73.9,80,4,1.04,"adequate",0,7,4.03,4,0,9,0.993
"SEC13-030","SEC13","urban arterial",2019,0,0,1,0,0,73,74.7,80,4,3.2,"adequate",1,15,14.47,11,3,35,0.76
"SEC13-030","SEC13","urban arterial",2021,1,0,1,0,0,73,73.3,80,4,3.2,"adequate",1,15,16.68,15,0,43,0.899
"SEC13-031","SEC13","ring road",2019,0,0,0,0,0,68.3,67.4,80,3,1.21,"good",0,7,4,3,0,16,0.75
"SEC13-031","SEC13","ring road",2021,1,0,0,0,0,68.3,67.9,80,3,1.21,"good",0,7,5.09,6,0,6,1.179
"SEC13-032","SEC13","urban arterial",2019,0,0,1,0,0,84.2,80.7,80,3,1.19,"good",0,9,3.86,8,1,9,2.073
"SEC13-032","SEC13","urban arterial",2021,1,0,1,0,0,84.2,83.9,80,3,1.19,"good",0,9,3.96,4,0,7,1.01
"SEC13-033","SEC13","suburban arterial",2019,0,0,1,0,0,71.4,72.7,80,4,3.22,"poor",1,26,14.85,15,1,42,1.01
"SEC13-033","SEC13","suburban arterial",2021,1,0,1,0,0,71.4,71.8,80,4,3.22,"poor",1,26,15.02,16,0,33,1.065
"SEC13-034","SEC13","suburban arterial",2019,0,0,0,0,0,58.4,58,60,5,3.02,"poor",0,19,19.74,9,0,25,0.456
"SEC13-034","SEC13","suburban arterial",2021,1,0,0,0,0,58.4,56.4,60,5,3.02,"poor",0,19,18.52,11,0,21,0.594
"SEC13-035","SEC13","school corridor",2019,0,0,0,0,0,69.8,69.3,80,5,0.49,"good",0,6,3.13,5,0,14,1.597
"SEC13-035","SEC13","school corridor",2021,1,0,0,0,0,69.8,69.1,80,5,0.49,"good",0,6,3.13,2,0,8,0.639
"SEC13-036","SEC13","suburban arterial",2019,0,0,0,0,0,67.9,67.7,80,3,1.78,"adequate",1,13,6.55,8,1,19,1.221
"SEC13-036","SEC13","suburban arterial",2021,1,0,0,0,0,67.9,69.4,80,3,1.78,"adequate",1,13,5.95,8,0,16,1.345
"SEC13-037","SEC13","school corridor",2019,0,0,0,0,0,68.2,68.9,80,5,2.46,"adequate",0,11,14.21,13,0,36,0.915
"SEC13-037","SEC13","school corridor",2021,1,0,0,0,0,68.2,67.2,80,5,2.46,"adequate",0,11,14.16,17,0,15,1.201
"SEC13-038","SEC13","urban arterial",2019,0,0,1,0,0,77.3,78.3,80,4,0.46,"adequate",0,10,2.17,8,0,10,3.687
"SEC13-038","SEC13","urban arterial",2021,1,0,1,0,0,77.3,76.2,80,4,0.46,"adequate",0,10,2.2,9,0,14,4.091
"SEC13-039","SEC13","school corridor",2019,0,0,1,0,0,73.2,73,80,5,2.66,"adequate",0,14,15.88,10,0,32,0.63
"SEC13-039","SEC13","school corridor",2021,1,0,1,0,0,73.2,76.1,80,5,2.66,"adequate",0,14,16.2,11,0,23,0.679
"SEC13-040","SEC13","suburban arterial",2019,0,0,0,0,0,58.9,58,60,2,1.7,"adequate",0,5,4.55,1,0,16,0.22
"SEC13-040","SEC13","suburban arterial",2021,1,0,0,0,0,58.9,59.4,60,2,1.7,"adequate",0,5,4.2,4,0,10,0.952
"SEC13-041","SEC13","urban arterial",2019,0,0,1,0,0,75.6,74.5,80,6,1.12,"adequate",0,3,7.77,9,0,14,1.158
"SEC13-041","SEC13","urban arterial",2021,1,0,1,0,0,75.6,75.9,80,6,1.12,"adequate",0,3,8.4,18,1,11,2.143
"SEC13-042","SEC13","suburban arterial",2019,0,0,1,0,0,83.3,80.7,80,3,0.6,"good",0,6,2.24,5,0,13,2.232
"SEC13-042","SEC13","suburban arterial",2021,1,0,1,0,0,83.3,82.7,80,3,0.6,"good",0,6,2.45,3,0,3,1.224
"SEC13-043","SEC13","ring road",2019,0,0,1,0,0,75.1,75.4,80,3,1.44,"adequate",1,7,5.73,13,0,31,2.269
"SEC13-043","SEC13","ring road",2021,1,0,1,0,0,75.1,74.2,80,3,1.44,"adequate",1,7,5.45,12,1,11,2.202
"SEC13-044","SEC13","urban arterial",2019,0,0,0,0,0,67.4,68.1,80,4,0.95,"good",0,4,4.14,4,0,14,0.966
"SEC13-044","SEC13","urban arterial",2021,1,0,0,0,0,67.4,64.4,80,4,0.95,"good",0,4,4.31,3,0,8,0.696
"SEC13-045","SEC13","suburban arterial",2019,0,0,1,0,0,72.8,72.2,80,5,2.02,"poor",0,17,11.34,7,0,28,0.617
"SEC13-045","SEC13","suburban arterial",2021,1,0,1,0,0,72.8,72.6,80,5,2.02,"poor",0,17,12.24,8,1,22,0.654
"SEC13-046","SEC13","urban arterial",2019,0,0,0,0,0,53.6,53,60,3,0.86,"good",0,5,3.31,4,0,10,1.208
"SEC13-046","SEC13","urban arterial",2021,1,0,0,0,0,53.6,52,60,3,0.86,"good",0,5,3.81,4,0,7,1.05
"SEC13-047","SEC13","school corridor",2019,0,0,0,0,0,69,67.7,80,5,2.05,"good",0,7,11.41,8,0,18,0.701
"SEC13-047","SEC13","school corridor",2021,1,0,0,0,0,69,68,80,5,2.05,"good",0,7,11.03,6,0,12,0.544
"SEC13-048","SEC13","school corridor",2019,0,0,0,0,0,54.3,54,60,3,2.92,"adequate",1,9,9.12,12,0,27,1.316
"SEC13-048","SEC13","school corridor",2021,1,0,0,0,0,54.3,54.9,60,3,2.92,"adequate",1,9,11.32,9,0,19,0.795
"SEC13-049","SEC13","suburban arterial",2019,0,0,0,0,0,68.4,68.6,80,5,3.12,"adequate",0,12,19,22,1,31,1.158
"SEC13-049","SEC13","suburban arterial",2021,1,0,0,0,0,68.4,68.6,80,5,3.12,"adequate",0,12,18.01,15,0,25,0.833
"SEC13-050","SEC13","suburban arterial",2019,0,0,1,0,0,73.6,73.6,80,4,0.59,"poor",0,6,2.93,9,0,4,3.072
"SEC13-050","SEC13","suburban arterial",2021,1,0,1,0,0,73.6,73.9,80,4,0.59,"poor",0,6,2.66,4,1,8,1.504
"SEC14-001","SEC14","urban arterial",2019,0,0,0,0,0,60.7,61.5,60,5,3,"good",1,18,19.84,9,0,33,0.454
"SEC14-001","SEC14","urban arterial",2021,1,0,0,0,0,60.7,62.5,60,5,3,"good",1,18,17.73,6,1,21,0.338
"SEC14-002","SEC14","school corridor",2019,0,0,0,0,0,69.2,69.3,80,4,1.24,"poor",0,7,6.47,7,1,10,1.082
"SEC14-002","SEC14","school corridor",2021,1,0,0,0,0,69.2,68.9,80,4,1.24,"poor",0,7,5.84,6,0,12,1.027
"SEC14-003","SEC14","urban arterial",2019,0,0,0,0,0,63.8,63.6,60,3,2.8,"good",0,8,8.74,19,0,17,2.174
"SEC14-003","SEC14","urban arterial",2021,1,0,0,0,0,63.8,63.7,60,3,2.8,"good",0,8,9.33,8,1,25,0.857
"SEC14-004","SEC14","ring road",2019,0,0,0,0,0,53.9,55.6,60,3,2.25,"adequate",0,14,8.51,7,0,16,0.823
"SEC14-004","SEC14","ring road",2021,1,0,0,0,0,53.9,52.7,60,3,2.25,"adequate",0,14,9.14,6,1,5,0.656
"SEC14-005","SEC14","suburban arterial",2019,0,0,1,0,0,73.6,73.2,80,4,2.55,"poor",0,17,12.43,15,1,21,1.207
"SEC14-005","SEC14","suburban arterial",2021,1,0,1,0,0,73.6,72.2,80,4,2.55,"poor",0,17,11.66,9,0,21,0.772
"SEC14-006","SEC14","suburban arterial",2019,0,0,0,0,0,67.5,67.9,80,3,2.92,"good",0,15,9.03,4,0,24,0.443
"SEC14-006","SEC14","suburban arterial",2021,1,0,0,0,0,67.5,69.5,80,3,2.92,"good",0,15,11.14,8,0,20,0.718
"SEC14-007","SEC14","urban arterial",2019,0,0,0,0,0,64.1,63.7,60,5,2.92,"adequate",0,14,20.29,12,0,17,0.591
"SEC14-007","SEC14","urban arterial",2021,1,0,0,0,0,64.1,63.7,60,5,2.92,"adequate",0,14,18.23,13,0,22,0.713
"SEC14-008","SEC14","urban arterial",2019,0,0,0,0,0,53.1,52.8,60,5,1.61,"poor",1,15,10,5,3,12,0.5
"SEC14-008","SEC14","urban arterial",2021,1,0,0,0,0,53.1,53.5,60,5,1.61,"poor",1,15,8.89,8,0,13,0.9
"SEC14-009","SEC14","ring road",2019,0,0,0,0,0,63.6,63.1,60,4,0.57,"adequate",0,5,2.34,3,0,11,1.282
"SEC14-009","SEC14","ring road",2021,1,0,0,0,0,63.6,63.5,60,4,0.57,"adequate",0,5,3.03,2,0,5,0.66
"SEC14-010","SEC14","ring road",2019,0,0,0,0,0,68.4,68.4,80,3,3.11,"good",1,12,9.62,9,0,12,0.936
"SEC14-010","SEC14","ring road",2021,1,0,0,0,0,68.4,68,80,3,3.11,"good",1,12,9.61,13,0,15,1.353
"SEC14-011","SEC14","urban arterial",2019,0,0,0,0,0,67.4,67.1,80,4,2.35,"adequate",1,16,10.88,16,1,25,1.471
"SEC14-011","SEC14","urban arterial",2021,1,0,0,0,0,67.4,67.2,80,4,2.35,"adequate",1,16,9.31,10,1,14,1.074
"SEC14-012","SEC14","ring road",2019,0,0,1,0,0,73.7,73.5,80,5,2.59,"good",0,18,14.93,9,0,32,0.603
"SEC14-012","SEC14","ring road",2021,1,0,1,0,0,73.7,72.7,80,5,2.59,"good",0,18,13.86,9,0,17,0.649
"SEC14-013","SEC14","school corridor",2019,0,0,0,0,0,63.2,63.7,60,3,1.42,"adequate",1,9,5.64,7,0,5,1.241
"SEC14-013","SEC14","school corridor",2021,1,0,0,0,0,63.2,63.6,60,3,1.42,"adequate",1,9,4.31,4,0,10,0.928
"SEC14-014","SEC14","urban arterial",2019,0,0,0,0,0,58.9,60,60,4,3.09,"adequate",0,19,15.85,12,0,22,0.757
"SEC14-014","SEC14","urban arterial",2021,1,0,0,0,0,58.9,57.8,60,4,3.09,"adequate",0,19,16.32,10,1,22,0.613
"SEC14-015","SEC14","urban arterial",2019,0,0,0,0,0,54.2,51.5,60,4,0.41,"good",0,3,2.03,4,0,8,1.97
"SEC14-015","SEC14","urban arterial",2021,1,0,0,0,0,54.2,54.6,60,4,0.41,"good",0,3,1.92,2,0,8,1.042
"SEC14-016","SEC14","suburban arterial",2019,0,0,0,0,0,59.6,58.7,60,5,2.64,"good",1,13,14.54,8,0,12,0.55
"SEC14-016","SEC14","suburban arterial",2021,1,0,0,0,0,59.6,58.4,60,5,2.64,"good",1,13,14.88,7,0,15,0.47
"SEC14-017","SEC14","urban arterial",2019,0,0,0,0,0,62.5,60.6,60,4,2.89,"poor",1,15,13.69,11,0,33,0.804
"SEC14-017","SEC14","urban arterial",2021,1,0,0,0,0,62.5,59.6,60,4,2.89,"poor",1,15,16.74,12,1,29,0.717
"SEC14-018","SEC14","ring road",2019,0,0,0,0,0,65.6,65.9,80,6,3.39,"adequate",0,16,20.19,13,0,40,0.644
"SEC14-018","SEC14","ring road",2021,1,0,0,0,0,65.6,65.6,80,6,3.39,"adequate",0,16,25.82,7,0,20,0.271
"SEC14-019","SEC14","urban arterial",2019,0,0,0,0,0,44.3,44,60,4,2.99,"adequate",0,8,11.97,16,0,14,1.337
"SEC14-019","SEC14","urban arterial",2021,1,0,0,0,0,44.3,43.4,60,4,2.99,"adequate",0,8,12.62,5,0,11,0.396
"SEC14-020","SEC14","suburban arterial",2019,0,0,0,0,0,39,38.3,60,5,1.77,"good",0,8,10.22,5,0,9,0.489
"SEC14-020","SEC14","suburban arterial",2021,1,0,0,0,0,39,39.5,60,5,1.77,"good",0,8,10.48,4,0,5,0.382
"SEC14-021","SEC14","urban arterial",2019,0,0,0,0,0,52,52.6,60,4,0.96,"adequate",0,6,4.28,0,0,9,0
"SEC14-021","SEC14","urban arterial",2021,1,0,0,0,0,52,51.8,60,4,0.96,"adequate",0,6,4.13,1,0,11,0.242
"SEC14-022","SEC14","suburban arterial",2019,0,0,0,0,0,59.5,57.8,60,4,2.91,"adequate",0,17,12.48,6,1,14,0.481
"SEC14-022","SEC14","suburban arterial",2021,1,0,0,0,0,59.5,60.6,60,4,2.91,"adequate",0,17,14.3,9,0,19,0.629
"SEC14-023","SEC14","urban arterial",2019,0,0,0,0,0,67,66.4,80,2,1.13,"poor",0,8,2.52,7,0,21,2.778
"SEC14-023","SEC14","urban arterial",2021,1,0,0,0,0,67,66.5,80,2,1.13,"poor",0,8,2.67,7,0,7,2.622
"SEC14-024","SEC14","school corridor",2019,0,0,0,0,0,58.2,59.9,60,4,2.11,"adequate",0,16,10.15,6,0,12,0.591
"SEC14-024","SEC14","school corridor",2021,1,0,0,0,0,58.2,57.6,60,4,2.11,"adequate",0,16,11.01,7,0,17,0.636
"SEC14-025","SEC14","urban arterial",2019,0,0,1,0,0,78,78.9,80,3,2.12,"adequate",0,7,7.5,10,0,17,1.333
"SEC14-025","SEC14","urban arterial",2021,1,0,1,0,0,78,78.4,80,3,2.12,"adequate",0,7,6.74,11,0,15,1.632
"SEC14-026","SEC14","suburban arterial",2019,0,0,1,0,0,70,69.5,80,3,2.1,"poor",0,10,8.17,16,0,22,1.958
"SEC14-026","SEC14","suburban arterial",2021,1,0,1,0,0,70,69,80,3,2.1,"poor",0,10,8.58,9,0,13,1.049
"SEC14-027","SEC14","urban arterial",2019,0,0,0,0,0,51.4,52.3,60,3,1.43,"poor",1,12,4.69,18,1,15,3.838
"SEC14-027","SEC14","urban arterial",2021,1,0,0,0,0,51.4,50.9,60,3,1.43,"poor",1,12,5.12,4,1,10,0.781
"SEC14-028","SEC14","urban arterial",2019,0,0,0,0,0,69,68.1,80,4,3.18,"adequate",1,14,14.62,8,0,18,0.547
"SEC14-028","SEC14","urban arterial",2021,1,0,0,0,0,69,70.9,80,4,3.18,"adequate",1,14,14.78,13,0,25,0.88
"SEC14-029","SEC14","suburban arterial",2019,0,0,0,0,0,67.2,68,80,4,1.37,"adequate",1,11,6.07,5,1,21,0.824
"SEC14-029","SEC14","suburban arterial",2021,1,0,0,0,0,67.2,66.8,80,4,1.37,"adequate",1,11,7.13,8,0,10,1.122
"SEC14-030","SEC14","urban arterial",2019,0,0,1,0,0,81.8,81.6,80,4,1.46,"adequate",1,20,6.32,15,2,19,2.373
"SEC14-030","SEC14","urban arterial",2021,1,0,1,0,0,81.8,79.9,80,4,1.46,"adequate",1,20,5.91,8,0,15,1.354
"SEC14-031","SEC14","urban arterial",2019,0,0,1,0,0,74.3,72.8,80,5,1.03,"adequate",0,10,6.28,5,0,9,0.796
"SEC14-031","SEC14","urban arterial",2021,1,0,1,0,0,74.3,71.3,80,5,1.03,"adequate",0,10,7,5,1,11,0.714
"SEC14-032","SEC14","school corridor",2019,0,0,1,0,0,75.4,72.8,80,4,0.63,"good",1,7,2.85,2,0,4,0.702
"SEC14-032","SEC14","school corridor",2021,1,0,1,0,0,75.4,75.9,80,4,0.63,"good",1,7,2.74,2,0,6,0.73
"SEC14-033","SEC14","suburban arterial",2019,0,0,1,0,0,72.6,72.6,80,4,2.03,"adequate",0,8,9.04,7,0,23,0.774
"SEC14-033","SEC14","suburban arterial",2021,1,0,1,0,0,72.6,71.9,80,4,2.03,"adequate",0,8,9.53,8,0,12,0.839
"SEC14-034","SEC14","school corridor",2019,0,0,0,0,0,54.8,54,60,6,2.58,"poor",0,11,18.89,18,0,26,0.953
"SEC14-034","SEC14","school corridor",2021,1,0,0,0,0,54.8,54.7,60,6,2.58,"poor",0,11,17.67,7,0,15,0.396
"SEC14-035","SEC14","ring road",2019,0,0,0,0,0,58.5,59,60,3,1.52,"good",0,6,5.83,4,0,1,0.686
"SEC14-035","SEC14","ring road",2021,1,0,0,0,0,58.5,59.2,60,3,1.52,"good",0,6,5.61,1,0,11,0.178
"SEC14-036","SEC14","ring road",2019,0,0,0,0,0,64.1,63.7,60,3,2.75,"adequate",0,12,8.97,4,0,14,0.446
"SEC14-036","SEC14","ring road",2021,1,0,0,0,0,64.1,63.3,60,3,2.75,"adequate",0,12,9.75,10,0,12,1.026
"SEC14-037","SEC14","ring road",2019,0,0,1,0,0,72.8,71.7,80,3,1.84,"adequate",0,10,6.48,13,0,20,2.006
"SEC14-037","SEC14","ring road",2021,1,0,1,0,0,72.8,71.5,80,3,1.84,"adequate",0,10,6.72,7,0,14,1.042
"SEC14-038","SEC14","school corridor",2019,0,0,0,0,0,65.1,63.6,80,2,2.05,"poor",1,11,4.21,13,0,12,3.088
"SEC14-038","SEC14","school corridor",2021,1,0,0,0,0,65.1,64.7,80,2,2.05,"poor",1,11,5.35,9,1,8,1.682
"SEC14-039","SEC14","suburban arterial",2019,0,0,1,0,0,72.6,70.9,80,5,1.27,"good",0,9,8.14,8,0,15,0.983
"SEC14-039","SEC14","suburban arterial",2021,1,0,1,0,0,72.6,73.2,80,5,1.27,"good",0,9,8.13,3,0,11,0.369
"SEC14-040","SEC14","school corridor",2019,0,0,1,0,0,75.3,74,80,5,1.98,"poor",0,9,11.66,12,1,23,1.029
"SEC14-040","SEC14","school corridor",2021,1,0,1,0,0,75.3,77.1,80,5,1.98,"poor",0,9,11.5,11,0,12,0.957
"SEC14-041","SEC14","urban arterial",2019,0,0,0,0,0,61.8,60.8,60,5,0.61,"adequate",0,6,3.61,3,0,10,0.831
"SEC14-041","SEC14","urban arterial",2021,1,0,0,0,0,61.8,61.2,60,5,0.61,"adequate",0,6,3.34,1,0,10,0.299
"SEC14-042","SEC14","ring road",2019,0,0,1,0,0,70.9,69.8,80,3,1.66,"good",0,4,6.83,4,1,12,0.586
"SEC14-042","SEC14","ring road",2021,1,0,1,0,0,70.9,70.8,80,3,1.66,"good",0,4,6.28,4,0,11,0.637
"SEC14-043","SEC14","suburban arterial",2019,0,0,0,0,0,59.3,59.9,60,4,1.31,"adequate",1,6,4.95,3,0,6,0.606
"SEC14-043","SEC14","suburban arterial",2021,1,0,0,0,0,59.3,56.5,60,4,1.31,"adequate",1,6,5.52,5,1,8,0.906
"SEC14-044","SEC14","ring road",2019,0,0,0,0,0,63.3,63.7,60,4,2.45,"adequate",0,15,13.96,4,0,8,0.287
"SEC14-044","SEC14","ring road",2021,1,0,0,0,0,63.3,65.4,60,4,2.45,"adequate",0,15,11.5,5,0,9,0.435
"SEC14-045","SEC14","school corridor",2019,0,0,0,0,0,62.9,61.3,60,4,0.41,"good",0,5,2.38,4,0,7,1.681
"SEC14-045","SEC14","school corridor",2021,1,0,0,0,0,62.9,63.6,60,4,0.41,"good",0,5,1.95,4,0,8,2.051
"SEC14-046","SEC14","urban arterial",2019,0,0,0,0,0,66,66.1,80,4,1.3,"good",0,10,6.88,4,0,16,0.581
"SEC14-046","SEC14","urban arterial",2021,1,0,0,0,0,66,65.7,80,4,1.3,"good",0,10,6.42,5,0,18,0.779
"SEC14-047","SEC14","urban arterial",2019,0,0,0,0,0,62.3,62.7,60,5,1.47,"good",1,9,9.92,3,0,8,0.302
"SEC14-047","SEC14","urban arterial",2021,1,0,0,0,0,62.3,60.7,60,5,1.47,"good",1,9,8.76,4,0,9,0.457
"SEC14-048","SEC14","ring road",2019,0,0,0,0,0,60.2,60.3,60,3,0.56,"good",0,4,1.78,3,0,4,1.685
"SEC14-048","SEC14","ring road",2021,1,0,0,0,0,60.2,61.2,60,3,0.56,"good",0,4,1.86,1,0,8,0.538
"SEC14-049","SEC14","school corridor",2019,0,0,1,0,0,85.2,86.6,100,6,3.04,"good",1,24,18.61,23,2,58,1.236
"SEC14-049","SEC14","school corridor",2021,1,0,1,0,0,85.2,84.4,100,6,3.04,"good",1,24,20.35,23,0,31,1.13
"SEC14-050","SEC14","urban arterial",2019,0,0,1,0,0,73.5,75,80,3,3.08,"adequate",0,17,10.64,9,0,13,0.846
"SEC14-050","SEC14","urban arterial",2021,1,0,1,0,0,73.5,75.2,80,3,3.08,"adequate",0,17,10.51,12,0,20,1.142
"SEC15-001","SEC15","urban arterial",2019,0,0,1,0,0,73.7,73.6,80,3,1.67,"good",1,12,5.15,12,0,17,2.33
"SEC15-001","SEC15","urban arterial",2021,1,0,1,0,0,73.7,74,80,3,1.67,"good",1,12,5.53,9,1,19,1.627
"SEC15-002","SEC15","school corridor",2019,0,0,1,0,0,75.4,72.3,80,4,1.9,"adequate",0,14,9.91,6,0,11,0.605
"SEC15-002","SEC15","school corridor",2021,1,0,1,0,0,75.4,76.6,80,4,1.9,"adequate",0,14,9.47,10,0,16,1.056
"SEC15-003","SEC15","urban arterial",2019,0,0,0,0,0,55.9,56.9,60,3,1.42,"adequate",0,6,5.83,6,0,8,1.029
"SEC15-003","SEC15","urban arterial",2021,1,0,0,0,0,55.9,54.9,60,3,1.42,"adequate",0,6,4.51,5,0,12,1.109
"SEC15-004","SEC15","urban arterial",2019,0,0,1,0,0,71,70.7,80,4,1.94,"adequate",0,7,8.49,11,0,27,1.296
"SEC15-004","SEC15","urban arterial",2021,1,0,1,0,0,71,69.1,80,4,1.94,"adequate",0,7,8.31,14,0,18,1.685
"SEC15-005","SEC15","urban arterial",2019,0,0,1,0,0,70.9,70.4,80,3,2.82,"adequate",1,17,11.12,17,0,39,1.529
"SEC15-005","SEC15","urban arterial",2021,1,0,1,0,0,70.9,72.2,80,3,2.82,"adequate",1,17,9.59,11,0,33,1.147
"SEC15-006","SEC15","ring road",2019,0,0,1,0,0,90.4,90.9,100,3,2.92,"adequate",1,18,10.94,15,1,35,1.371
"SEC15-006","SEC15","ring road",2021,1,0,1,0,0,90.4,88.5,100,3,2.92,"adequate",1,18,10.77,11,0,33,1.021
"SEC15-007","SEC15","suburban arterial",2019,0,0,1,0,0,83.4,83.2,80,3,2.62,"good",0,9,7.02,7,0,22,0.997
"SEC15-007","SEC15","suburban arterial",2021,1,0,1,0,0,83.4,81.9,80,3,2.62,"good",0,9,11.1,5,1,27,0.45
"SEC15-008","SEC15","ring road",2019,0,0,1,0,0,74.5,74.1,80,6,1.41,"adequate",0,8,10.16,9,0,14,0.886
"SEC15-008","SEC15","ring road",2021,1,0,1,0,0,74.5,71.6,80,6,1.41,"adequate",0,8,10.04,3,0,12,0.299
"SEC15-009","SEC15","urban arterial",2019,0,0,0,0,0,57.5,57.2,60,5,1.81,"good",1,16,11.13,6,0,3,0.539
"SEC15-009","SEC15","urban arterial",2021,1,0,0,0,0,57.5,55.8,60,5,1.81,"good",1,16,11.65,7,0,13,0.601
"SEC15-010","SEC15","urban arterial",2019,0,0,1,0,0,75.1,76.9,80,3,1.5,"adequate",0,12,5.62,2,0,15,0.356
"SEC15-010","SEC15","urban arterial",2021,1,0,1,0,0,75.1,75.6,80,3,1.5,"adequate",0,12,5.23,8,0,8,1.53
"SEC15-011","SEC15","ring road",2019,0,0,0,0,0,63.6,63.9,60,2,2.1,"good",0,15,4.23,4,0,7,0.946
"SEC15-011","SEC15","ring road",2021,1,0,0,0,0,63.6,62.9,60,2,2.1,"good",0,15,4.31,9,1,14,2.088
"SEC15-012","SEC15","urban arterial",2019,0,0,1,0,0,83.3,83.7,80,3,0.67,"adequate",0,9,1.96,8,0,8,4.082
"SEC15-012","SEC15","urban arterial",2021,1,0,1,0,0,83.3,82.6,80,3,0.67,"adequate",0,9,2.06,6,2,15,2.913
"SEC15-013","SEC15","urban arterial",2019,0,0,0,0,0,63.2,63.7,60,4,2.03,"adequate",0,9,9.68,5,1,10,0.517
"SEC15-013","SEC15","urban arterial",2021,1,0,0,0,0,63.2,65.7,60,4,2.03,"adequate",0,9,8.48,6,0,19,0.708
"SEC15-014","SEC15","suburban arterial",2019,0,0,1,0,0,71.1,69.9,80,4,0.53,"adequate",0,7,2.68,7,0,11,2.612
"SEC15-014","SEC15","suburban arterial",2021,1,0,1,0,0,71.1,69.3,80,4,0.53,"adequate",0,7,2.56,3,0,14,1.172
"SEC15-015","SEC15","suburban arterial",2019,0,0,0,0,0,60.1,58.3,60,6,3.4,"adequate",0,22,23.53,7,0,24,0.297
"SEC15-015","SEC15","suburban arterial",2021,1,0,0,0,0,60.1,57.1,60,6,3.4,"adequate",0,22,22.43,15,0,25,0.669
"SEC15-016","SEC15","urban arterial",2019,0,0,1,0,0,73.7,71.8,80,4,0.76,"adequate",0,8,3.81,9,0,28,2.362
"SEC15-016","SEC15","urban arterial",2021,1,0,1,0,0,73.7,73.7,80,4,0.76,"adequate",0,8,3.74,5,0,10,1.337
"SEC15-017","SEC15","suburban arterial",2019,0,0,1,0,0,76.4,76.6,80,6,2.43,"adequate",0,14,18.04,14,0,15,0.776
"SEC15-017","SEC15","suburban arterial",2021,1,0,1,0,0,76.4,77.3,80,6,2.43,"adequate",0,14,16.71,12,0,27,0.718
"SEC15-018","SEC15","suburban arterial",2019,0,0,1,0,0,72.8,73.1,80,4,2.79,"good",0,8,14.43,14,0,19,0.97
"SEC15-018","SEC15","suburban arterial",2021,1,0,1,0,0,72.8,71.1,80,4,2.79,"good",0,8,14.97,11,0,14,0.735
"SEC15-019","SEC15","school corridor",2019,0,0,0,0,0,67.9,64,80,5,3.31,"adequate",0,21,18.71,13,1,22,0.695
"SEC15-019","SEC15","school corridor",2021,1,0,0,0,0,67.9,66.7,80,5,3.31,"adequate",0,21,20.59,17,1,27,0.826
"SEC15-020","SEC15","urban arterial",2019,0,0,0,0,0,68.8,68.6,80,5,0.96,"adequate",0,10,4.97,8,0,19,1.61
"SEC15-020","SEC15","urban arterial",2021,1,0,0,0,0,68.8,68.7,80,5,0.96,"adequate",0,10,5.62,10,1,19,1.779
"SEC15-021","SEC15","ring road",2019,0,0,0,0,0,67.3,66.6,80,6,1.35,"poor",0,6,10.08,10,1,23,0.992
"SEC15-021","SEC15","ring road",2021,1,0,0,0,0,67.3,66.8,80,6,1.35,"poor",0,6,9.71,8,0,21,0.824
"SEC15-022","SEC15","suburban arterial",2019,0,0,1,0,0,84.2,82.4,80,5,1.4,"good",0,17,7.44,8,0,12,1.075
"SEC15-022","SEC15","suburban arterial",2021,1,0,1,0,0,84.2,83.7,80,5,1.4,"good",0,17,8.74,20,1,23,2.288
"SEC15-023","SEC15","suburban arterial",2019,0,0,0,0,0,42.4,43.6,60,4,2.7,"good",1,8,14.18,9,0,15,0.635
"SEC15-023","SEC15","suburban arterial",2021,1,0,0,0,0,42.4,43.3,60,4,2.7,"good",1,8,12.79,6,0,10,0.469
"SEC15-024","SEC15","urban arterial",2019,0,0,1,0,0,81,82.1,80,5,2.73,"poor",0,16,17.38,8,1,32,0.46
"SEC15-024","SEC15","urban arterial",2021,1,0,1,0,0,81,79.9,80,5,2.73,"poor",0,16,15.98,12,0,24,0.751
"SEC15-025","SEC15","ring road",2019,0,0,0,0,0,69.5,69.5,80,3,2.96,"good",0,8,9.36,14,0,20,1.496
"SEC15-025","SEC15","ring road",2021,1,0,0,0,0,69.5,69.4,80,3,2.96,"good",0,8,9.76,10,0,22,1.025
"SEC15-026","SEC15","urban arterial",2019,0,0,1,0,0,77.8,80,80,4,0.59,"good",0,4,2.87,7,0,18,2.439
"SEC15-026","SEC15","urban arterial",2021,1,0,1,0,0,77.8,78.7,80,4,0.59,"good",0,4,3.34,7,0,14,2.096
"SEC15-027","SEC15","ring road",2019,0,0,1,0,0,76.1,75.5,80,5,1.46,"good",1,11,9.14,15,0,33,1.641
"SEC15-027","SEC15","ring road",2021,1,0,1,0,0,76.1,75.5,80,5,1.46,"good",1,11,9.63,4,1,15,0.415
"SEC15-028","SEC15","ring road",2019,0,0,1,0,0,73.4,72.6,80,2,2.25,"adequate",0,12,5.13,14,2,32,2.729
