"segment_id","round","year","arm","school_size","lanes","road_length_km","crossing_present","prior_collisions_3yr","ave_speed_kmh","vehicles_km_millions","injury_collisions","child_collisions","minor_collisions","injuries_per_million_vkm"
"SZ307",1,2022,"Package","small",4,0.99,1,6,43.5,3.97,8,2,7,2.015
"SZ308",0,2019,"No package","medium",3,0.86,0,5,46.6,2.21,9,2,13,4.072
"SZ308",1,2022,"No package","medium",3,0.86,0,5,43.5,2.56,6,2,6,2.344
"SZ309",0,2019,"Package","medium",2,0.57,0,13,42.9,1.04,8,3,19,7.692
"SZ309",1,2022,"Package","medium",2,0.57,0,13,42.6,1.24,10,3,11,8.065
"SZ310",0,2019,"No package","medium",3,0.98,0,5,48.3,2.66,6,1,21,2.256
"SZ310",1,2022,"No package","medium",3,0.98,0,5,46.7,2.91,10,6,11,3.436
"SZ311",0,2019,"No package","medium",4,0.75,1,7,47.6,2.56,15,7,20,5.859
"SZ311",1,2022,"No package","medium",4,0.75,1,7,46.4,2.81,8,0,12,2.847
"SZ312",0,2019,"No package","medium",4,1.32,0,6,46.8,5.06,12,7,21,2.372
"SZ312",1,2022,"No package","medium",4,1.32,0,6,49.4,5,12,5,19,2.4
"SZ313",0,2019,"No package","medium",4,0.43,1,7,45.4,1.42,13,2,24,9.155
"SZ313",1,2022,"No package","medium",4,0.43,1,7,45.5,1.78,6,2,23,3.371
"SZ314",0,2019,"Package","small",2,0.63,0,7,45.9,1.13,7,2,10,6.195
"SZ314",1,2022,"Package","small",2,0.63,0,7,43.5,1.25,5,1,6,4
"SZ315",0,2019,"Package","medium",3,1.76,0,5,47.3,4.83,8,2,12,1.656
"SZ315",1,2022,"Package","medium",3,1.76,0,5,42.4,4.66,6,3,10,1.288
"SZ316",0,2019,"Package","small",3,1.64,1,7,45,4.91,7,3,16,1.426
"SZ316",1,2022,"Package","small",3,1.64,1,7,43.6,4.09,8,2,8,1.956
"SZ317",0,2019,"No package","medium",4,0.34,1,5,46,1.16,5,1,8,4.31
"SZ317",1,2022,"No package","medium",4,0.34,1,5,45.8,1.3,3,0,4,2.308
"SZ318",0,2019,"No package","small",4,0.64,1,10,47,2.71,17,6,18,6.273
"SZ318",1,2022,"No package","small",4,0.64,1,10,45.5,2.33,7,1,17,3.004
"SZ319",0,2019,"No package","small",2,0.77,0,6,43.9,1.37,5,4,13,3.65
"SZ319",1,2022,"No package","small",2,0.77,0,6,43.4,1.37,4,2,12,2.92
"SZ320",0,2019,"No package","large",3,2.14,0,5,47.3,5.93,11,5,16,1.855
"SZ320",1,2022,"No package","large",3,2.14,0,5,46.5,6.32,10,2,12,1.582
"SZ321",0,2019,"Package","large",3,0.97,0,7,46,2.32,9,3,19,3.879
"SZ321",1,2022,"Package","large",3,0.97,0,7,40.8,2.2,7,2,7,3.182
"SZ322",0,2019,"Package","large",3,1.09,1,6,45.3,2.99,5,6,14,1.672
"SZ322",1,2022,"Package","large",3,1.09,1,6,43.7,3.3,7,3,5,2.121
"SZ323",0,2019,"No package","medium",3,1.31,1,7,45.6,3.5,8,4,24,2.286
"SZ323",1,2022,"No package","medium",3,1.31,1,7,45.9,3.48,10,5,15,2.874
"SZ324",0,2019,"No package","large",3,0.67,0,6,46.8,1.84,15,6,11,8.152
"SZ324",1,2022,"No package","large",3,0.67,0,6,45.9,1.95,9,3,9,4.615
"SZ325",0,2019,"No package","medium",2,1.29,1,6,45,2.69,7,6,12,2.602
"SZ325",1,2022,"No package","medium",2,1.29,1,6,46,2.28,5,2,9,2.193
"SZ326",0,2019,"No package","medium",4,2.01,0,7,46.1,8.35,23,9,36,2.754
"SZ326",1,2022,"No package","medium",4,2.01,0,7,48,6.96,23,8,36,3.305
"SZ327",0,2019,"No package","medium",5,1.8,1,7,45.1,8.01,20,4,27,2.497
"SZ327",1,2022,"No package","medium",5,1.8,1,7,45.5,8.65,17,7,21,1.965
"SZ328",0,2019,"Package","medium",4,1.35,0,4,44.5,6,7,3,9,1.167
"SZ328",1,2022,"Package","medium",4,1.35,0,4,42,5.35,7,0,13,1.308
"SZ329",0,2019,"No package","medium",2,1.94,0,5,44,3.86,8,6,15,2.073
"SZ329",1,2022,"No package","medium",2,1.94,0,5,48.3,4.26,7,1,7,1.643
"SZ330",0,2019,"No package","medium",4,0.96,0,7,46.4,3.57,9,1,15,2.521
"SZ330",1,2022,"No package","medium",4,0.96,0,7,45.2,3.61,4,1,14,1.108
"SZ331",0,2019,"Package","medium",5,1.06,0,7,46.5,4.71,13,4,24,2.76
"SZ331",1,2022,"Package","medium",5,1.06,0,7,41.2,4.62,8,3,13,1.732
"SZ332",0,2019,"Package","small",2,1.68,1,5,45.4,2.6,4,2,8,1.538
"SZ332",1,2022,"Package","small",2,1.68,1,5,40.5,3.46,3,2,4,0.867
"SZ333",0,2019,"Package","small",3,0.72,0,8,47.2,2.08,8,3,12,3.846
"SZ333",1,2022,"Package","small",3,0.72,0,8,43.2,2.18,4,1,10,1.835
"SZ334",0,2019,"Package","small",2,1.52,0,4,47.3,2.66,3,0,8,1.128
"SZ334",1,2022,"Package","small",2,1.52,0,4,43.2,2.81,2,0,5,0.712
"SZ335",0,2019,"Package","large",3,0.56,0,5,45.6,1.65,16,4,25,9.697
"SZ335",1,2022,"Package","large",3,0.56,0,5,42.7,1.6,4,1,9,2.5
"SZ336",0,2019,"Package","small",2,1.87,0,5,47.1,3.43,8,1,16,2.332
"SZ336",1,2022,"Package","small",2,1.87,0,5,42.2,3.6,9,3,18,2.5
"SZ337",0,2019,"No package","medium",4,1.44,0,8,45.2,4.78,24,7,38,5.021
"SZ337",1,2022,"No package","medium",4,1.44,0,8,45.8,5.44,12,3,36,2.206
"SZ338",0,2019,"Package","medium",4,0.43,0,7,46,1.28,11,1,16,8.594
"SZ338",1,2022,"Package","medium",4,0.43,0,7,42.9,1.79,3,1,4,1.676
"SZ339",0,2019,"No package","small",3,1.02,1,6,46.3,3.17,5,2,14,1.577
"SZ339",1,2022,"No package","small",3,1.02,1,6,44.3,2.54,4,0,8,1.575
"SZ340",0,2019,"Package","medium",4,1.25,0,4,45.2,4.31,16,4,18,3.712
"SZ340",1,2022,"Package","medium",4,1.25,0,4,43,4.48,8,3,13,1.786
"SZ341",0,2019,"Package","large",4,1.36,1,5,44.8,5.33,13,5,13,2.439
"SZ341",1,2022,"Package","large",4,1.36,1,5,43.1,4.83,10,4,14,2.07
"SZ342",0,2019,"No package","small",4,1.7,0,5,46.3,6.37,13,3,18,2.041
"SZ342",1,2022,"No package","small",4,1.7,0,5,46.8,5.96,10,4,13,1.678
"SZ343",0,2019,"Package","medium",5,1.31,0,5,45.9,5.71,12,4,19,2.102
"SZ343",1,2022,"Package","medium",5,1.31,0,5,40.2,5.61,4,0,10,0.713
"SZ344",0,2019,"No package","large",2,1.24,0,9,46.3,1.87,4,2,10,2.139
"SZ344",1,2022,"No package","large",2,1.24,0,9,45.9,2.22,9,4,11,4.054
"SZ345",0,2019,"Package","medium",2,0.67,1,4,46.3,1.39,4,1,7,2.878
"SZ345",1,2022,"Package","medium",2,0.67,1,4,41.5,1.6,2,0,5,1.25
"SZ346",0,2019,"No package","medium",4,1.45,0,7,46.9,5.04,14,8,43,2.778
"SZ346",1,2022,"No package","medium",4,1.45,0,7,45.8,4.73,16,11,24,3.383
"SZ347",0,2019,"No package","medium",5,0.84,0,10,45.2,3.9,9,1,17,2.308
"SZ347",1,2022,"No package","medium",5,0.84,0,10,48,3.97,5,2,24,1.259
"SZ348",0,2019,"Package","small",5,1.72,0,8,46.1,8.53,19,7,34,2.227
"SZ348",1,2022,"Package","small",5,1.72,0,8,42.1,8.37,11,3,27,1.314
"SZ349",0,2019,"No package","medium",4,0.62,0,9,47.1,2.36,19,6,34,8.051
"SZ349",1,2022,"No package","medium",4,0.62,0,9,48.2,2.41,13,7,28,5.394
"SZ350",0,2019,"Package","medium",4,0.34,0,7,46.8,1.12,9,5,31,8.036
"SZ350",1,2022,"Package","medium",4,0.34,0,7,42.4,1.1,7,3,18,6.364
"SZ351",0,2019,"Package","large",3,0.73,0,7,43.6,2.03,5,1,11,2.463
"SZ351",1,2022,"Package","large",3,0.73,0,7,42.3,1.98,3,3,6,1.515
"SZ352",0,2019,"Package","medium",3,1.26,0,7,43.7,3.73,15,7,13,4.021
"SZ352",1,2022,"Package","medium",3,1.26,0,7,42.7,3.45,3,1,11,0.87
"SZ353",0,2019,"No package","medium",2,1.24,0,8,44.8,2.17,11,5,11,5.069
"SZ353",1,2022,"No package","medium",2,1.24,0,8,44.7,2.25,11,4,13,4.889
"SZ354",0,2019,"Package","medium",3,1.37,0,9,46.1,4.13,7,6,20,1.695
"SZ354",1,2022,"Package","medium",3,1.37,0,9,43.2,3.56,6,5,10,1.685
"SZ355",0,2019,"No package","large",3,0.98,0,7,45.9,2.61,12,5,16,4.598
"SZ355",1,2022,"No package","large",3,0.98,0,7,44.7,2.85,5,1,18,1.754
"SZ356",0,2019,"No package","medium",3,1.28,0,9,43.9,2.79,1,0,10,0.358
"SZ356",1,2022,"No package","medium",3,1.28,0,9,45.1,3.79,5,4,13,1.319
"SZ357",0,2019,"No package","small",3,0.48,1,8,46.6,1.47,2,1,6,1.361
"SZ357",1,2022,"No package","small",3,0.48,1,8,47.1,1.4,0,0,3,0
"SZ358",0,2019,"No package","small",4,0.32,0,9,45.2,1.17,3,0,21,2.564
"SZ358",1,2022,"No package","small",4,0.32,0,9,43.8,1.17,4,0,10,3.419
"SZ359",0,2019,"No package","medium",3,1.98,1,6,49,5.02,16,14,18,3.187
"SZ359",1,2022,"No package","medium",3,1.98,1,6,45.6,6.21,11,4,17,1.771
"SZ360",0,2019,"No package","small",2,0.93,0,10,46.6,1.61,12,3,19,7.453
"SZ360",1,2022,"No package","small",2,0.93,0,10,46.6,1.78,4,2,15,2.247
"SZ361",0,2019,"No package","small",3,1.06,0,7,47.2,2.65,6,2,11,2.264
"SZ361",1,2022,"No package","small",3,1.06,0,7,46.4,2.54,4,0,11,1.575
"SZ362",0,2019,"No package","small",4,0.32,0,10,45.7,1.31,4,4,13,3.053
"SZ362",1,2022,"No package","small",4,0.32,0,10,43.7,1.17,4,0,12,3.419
"SZ363",0,2019,"No package","medium",3,1.01,0,3,44.1,2.81,8,1,22,2.847
"SZ363",1,2022,"No package","medium",3,1.01,0,3,44.8,2.9,7,8,13,2.414
"SZ364",0,2019,"No package","small",4,0.78,0,8,46.7,3.12,5,3,18,1.603
"SZ364",1,2022,"No package","small",4,0.78,0,8,45.1,2.5,15,8,9,6
"SZ365",0,2019,"No package","large",3,0.68,0,4,47.1,1.72,10,9,18,5.814
"SZ365",1,2022,"No package","large",3,0.68,0,4,45.5,1.49,10,7,16,6.711
"SZ366",0,2019,"No package","medium",4,0.34,0,7,47.4,1.39,12,6,18,8.633
"SZ366",1,2022,"No package","medium",4,0.34,0,7,48.9,1.23,8,2,20,6.504
"SZ367",0,2019,"No package","medium",2,0.73,0,3,45.3,1.24,11,7,11,8.871
"SZ367",1,2022,"No package","medium",2,0.73,0,3,47.7,1.4,7,1,19,5
"SZ368",0,2019,"Package","small",3,1.35,0,4,45.1,4.2,6,2,12,1.429
"SZ368",1,2022,"Package","small",3,1.35,0,4,43.2,3.83,5,4,6,1.305
"SZ369",0,2019,"No package","large",4,0.66,0,6,47.2,2.27,10,3,10,4.405
"SZ369",1,2022,"No package","large",4,0.66,0,6,45,2.54,7,6,17,2.756
"SZ370",0,2019,"Package","medium",3,1.62,0,4,44.7,4.11,6,2,16,1.46
"SZ370",1,2022,"Package","medium",3,1.62,0,4,43,4.59,4,1,13,0.871
"SZ371",0,2019,"Package","small",3,1.06,0,5,45.1,3.01,12,6,16,3.987
"SZ371",1,2022,"Package","small",3,1.06,0,5,41.1,2.51,8,5,9,3.187
"SZ372",0,2019,"No package","small",2,1.35,0,6,44.5,2.45,6,3,11,2.449
"SZ372",1,2022,"No package","small",2,1.35,0,6,45.9,2.47,4,1,10,1.619
"SZ373",0,2019,"No package","large",5,1.41,0,7,47.4,6.36,26,9,39,4.088
"SZ373",1,2022,"No package","large",5,1.41,0,7,46.3,6.5,16,5,34,2.462
"SZ374",0,2019,"No package","medium",2,2.02,0,7,46.2,3.59,5,1,6,1.393
"SZ374",1,2022,"No package","medium",2,2.02,0,7,44.9,3.67,1,0,5,0.272
"SZ375",0,2019,"No package","large",2,0.91,1,4,45.4,1.9,10,5,13,5.263
"SZ375",1,2022,"No package","large",2,0.91,1,4,44.3,2.06,6,3,11,2.913
"SZ376",0,2019,"Package","medium",4,0.32,0,4,44.8,1.15,9,4,11,7.826
"SZ376",1,2022,"Package","medium",4,0.32,0,4,40.3,1.24,3,1,10,2.419
"SZ377",0,2019,"No package","small",2,0.83,1,6,44.5,1.52,11,6,9,7.237
"SZ377",1,2022,"No package","small",2,0.83,1,6,44.7,1.61,3,2,11,1.863
"SZ378",0,2019,"Package","small",4,0.47,0,4,44,1.75,10,5,10,5.714
"SZ378",1,2022,"Package","small",4,0.47,0,4,40.2,1.8,5,1,8,2.778
"SZ379",0,2019,"No package","medium",3,1.7,0,5,47,4.95,14,5,22,2.828
"SZ379",1,2022,"No package","medium",3,1.7,0,5,47.4,5,7,0,12,1.4
"SZ380",0,2019,"Package","small",3,1.8,1,5,45.7,4.98,9,3,20,1.807
"SZ380",1,2022,"Package","small",3,1.8,1,5,41.7,4.85,3,1,11,0.619
"SZ381",0,2019,"No package","small",5,2.07,1,3,46.4,8.02,8,3,25,0.998
"SZ381",1,2022,"No package","small",5,2.07,1,3,44.5,12.04,19,10,26,1.578
"SZ382",0,2019,"No package","small",5,1.88,0,9,44.6,8.13,13,5,43,1.599
"SZ382",1,2022,"No package","small",5,1.88,0,9,47.1,8.95,14,3,23,1.564
"SZ383",0,2019,"Package","medium",3,1.79,1,5,45.7,5.28,4,1,14,0.758
"SZ383",1,2022,"Package","medium",3,1.79,1,5,44.2,5.11,7,2,4,1.37
"SZ384",0,2019,"No package","large",4,0.89,1,6,47,2.92,13,4,20,4.452
"SZ384",1,2022,"No package","large",4,0.89,1,6,47.1,3.36,8,3,10,2.381
"SZ385",0,2019,"Package","medium",4,1.46,0,7,46.6,5.63,13,9,13,2.309
"SZ385",1,2022,"Package","medium",4,1.46,0,7,43.6,5.61,5,3,16,0.891
"SZ386",0,2019,"Package","small",4,1.44,0,11,42.7,4.82,9,2,14,1.867
"SZ386",1,2022,"Package","small",4,1.44,0,11,41.9,4.85,5,1,7,1.031
"SZ387",0,2019,"No package","medium",5,1.96,0,8,47.5,8.65,12,6,17,1.387
"SZ387",1,2022,"No package","medium",5,1.96,0,8,47.5,10.46,12,8,27,1.147
"SZ388",0,2019,"Package","small",3,1.19,0,2,44.9,3.41,11,11,26,3.226
"SZ388",1,2022,"Package","small",3,1.19,0,2,41.7,3.44,7,4,8,2.035
"SZ389",0,2019,"Package","medium",3,0.36,0,3,46.1,0.86,2,0,14,2.326
"SZ389",1,2022,"Package","medium",3,0.36,0,3,43.5,0.93,1,0,9,1.075
"SZ390",0,2019,"No package","small",4,0.5,0,4,44.6,1.56,10,3,14,6.41
"SZ390",1,2022,"No package","small",4,0.5,0,4,47.7,2.12,12,5,11,5.66
"SZ391",0,2019,"Package","medium",4,1.07,0,4,45.6,3.74,9,6,14,2.406
"SZ391",1,2022,"Package","medium",4,1.07,0,4,43.1,4.71,1,0,8,0.212
"SZ392",0,2019,"No package","medium",3,1.17,0,8,46.9,3.42,9,8,17,2.632
"SZ392",1,2022,"No package","medium",3,1.17,0,8,45,3.03,3,1,21,0.99
"SZ393",0,2019,"Package","medium",4,0.42,1,8,44.3,1.31,10,3,10,7.634
"SZ393",1,2022,"Package","medium",4,0.42,1,8,42.8,1.51,1,0,5,0.662
"SZ394",0,2019,"No package","small",4,0.75,1,2,45.9,2.29,14,5,25,6.114
"SZ394",1,2022,"No package","small",4,0.75,1,2,47.5,2.95,4,1,17,1.356
"SZ395",0,2019,"No package","small",4,1.23,0,11,47.5,5.35,20,9,21,3.738
"SZ395",1,2022,"No package","small",4,1.23,0,11,45.3,4.52,15,10,18,3.319
"SZ396",0,2019,"No package","medium",4,1.44,0,5,46.7,5.08,12,3,22,2.362
"SZ396",1,2022,"No package","medium",4,1.44,0,5,47.3,5.2,15,8,18,2.885
"SZ397",0,2019,"Package","small",2,1.61,0,8,46.6,2.92,11,4,21,3.767
"SZ397",1,2022,"Package","small",2,1.61,0,8,42.7,2.86,8,3,10,2.797
"SZ398",0,2019,"Package","small",3,1.85,0,3,45.7,4.55,12,3,22,2.637
"SZ398",1,2022,"Package","small",3,1.85,0,3,41.8,5.02,19,7,18,3.785
"SZ399",0,2019,"No package","medium",3,0.42,0,6,42.1,1.09,8,6,5,7.339
"SZ399",1,2022,"No package","medium",3,0.42,0,6,43.5,1,4,1,6,4
"SZ400",0,2019,"Package","large",2,1.79,0,5,43.9,2.93,15,6,16,5.119
"SZ400",1,2022,"Package","large",2,1.79,0,5,42,3.32,5,1,9,1.506
